# Constructed from biom file																																																																																																																																																							
#OTU ID	BL.20.1	BL.20.10	BL.20.2	BL.20.3	BL.20.4	BL.20.5	BL.20.6	BL.20.7	BL.20.8	BL.20.9	BL.360.1	BL.360.10	BL.360.2	BL.360.3	BL.360.4	BL.360.5	BL.360.6	BL.360.7	BL.360.8	BL.360.9	BL.5760.1	BL.5760.10	BL.5760.11	BL.5760.2	BL.5760.3	BL.5760.4	BL.5760.5	BL.5760.6	BL.5760.7	BL.5760.8	BL.5760.9	BL.60.1	BL.60.2	BL.60.3	BL.60.4	BL.60.5	BL.60.6	BL.60.7	BL.60.9	BL.720.1	BL.720.2	BL.720.3	BL.720.4	BL.720.5	BL.720.6	BL.720.7	BL.720.8	BL.720.9	Barn.5760.1	CR.20.1	CR.20.10	CR.20.2	CR.20.3	CR.20.4	CR.20.5	CR.20.6	CR.20.7	CR.20.8	CR.20.9	CR.360.1	CR.360.10	CR.360.2	CR.360.3	CR.360.4	CR.360.5	CR.360.6	CR.360.7	CR.360.8	CR.360.9	CR.5760.1	CR.5760.10	CR.5760.2	CR.5760.3	CR.5760.4	CR.5760.5	CR.5760.6	CR.5760.7	CR.60.1	CR.60.10	CR.60.2	CR.60.4	CR.60.5	CR.60.6	CR.60.7	CR.60.8	CR.60.9	CR.720.1	CR.720.10	CR.720.2	CR.720.3	CR.720.5	CR.720.7	CR.720.8	CR.720.9	FB.20.1	FB.20.10	FB.20.2	FB.20.3	FB.20.4	FB.20.5	FB.20.6	FB.20.7	FB.20.8	FB.20.9	FB.360.1	FB.360.10	FB.360.2	FB.360.3	FB.360.4	FB.360.5	FB.360.6	FB.360.7	FB.360.8	FB.360.9	FB.5760.1	FB.5760.10	FB.5760.2	FB.5760.3	FB.5760.4	FB.5760.5	FB.5760.6	FB.5760.7	FB.5760.8	FB.5760.9	FB.60.1	FB.60.10	FB.60.2	FB.60.3	FB.60.4	FB.60.5	FB.60.6	FB.60.7	FB.60.8	FB.60.9	FB.720.1	FB.720.10	FB.720.2	FB.720.3	FB.720.4	FB.720.5	FB.720.6	FB.720.7	FB.720.8	Nereo.5760.1	Rope.5760.1	W.360.1	W.360.2	W.360.3	W.5760.1	W.5760.2	W.5760.3
Bacteria;__Planctomycetes;__Planctomycetes;__Planctomycetes	4.31E-05	0.000767342	0.00135019	0	0	0.00376994	0.004252815	0.001851951	0.000568586	0.001859845	0.004933051	0.003367628	0.001454619	0.001463629	0.002727511	0	0	0.000322854	0.000796654	0	1.08E-05	2.88E-05	3.08E-05	3.37E-05	0	0	1.49E-05	3.17E-05	5.41E-05	7.75E-05	0	9.32E-05	0.003129165	0	0.001733424	0.004762926	0.002781409	0.000280859	0.003161498	0.00117331	0.001627933	0.0021707	0.00243127	0.005434783	0.003832558	0.000444165	0.001080886	0.000823045	8.74E-05	0	0	0.003375966	0.002812394	0.000190694	2.53E-05	0.007674685	0.003272326	0.000893156	0.001656617	0.000771043	0.000594609	0	0.001464318	0.007544031	0.003016167	0.000729346	0.006821232	0.000982939	0.000463978	0	0	0	1.29E-05	0	0	1.40E-05	0	0.000614338	0.004899261	0.000784519	0.002079002	0.009802381	0.001007142	0	0	0.002041678	0.001146339	0.005267118	0.003102419	0.002105143	0.002231391	0.005891064	0.000617189	0.001722585	0.002499583	0.000935734	0.002125399	0.004357778	0.002992915	0.004002247	0	0.001448658	0.001527962	3.57E-05	0.001643408	0.003113478	0.000521467	0.002057692	0.004295796	0.002496036	0.004842615	0.001422442	0.002917715	0.002763703	2.33E-05	0	0	3.35E-05	0	2.81E-05	1.79E-05	5.12E-05	4.14E-05	2.86E-05	0.003388693	0.006222752	0.002340326	0.000571662	0.004113942	0.000595282	0.002909018	0.004385328	0	0.001230517	0.001661286	0.002607783	0.002235886	0.001053098	0.000694962	0.002493826	0.002608005	0.001037096	0.000665557	0.000169845	0.00037507	0.000158396	0.000151358	0.000268348	0.000713606	0.000870196	0.000981412
Bacteria;__Proteobacteria;Other;Other	0.000603422	0	0.000122745	0	0	0	0	5.37E-05	0	0.000631645	4.70E-05	3.09E-05	6.77E-05	0.001170903	0.000157356	0	0.000639944	0.000847492	4.98E-05	0.001849688	0	0	0	0	0	0	0	0	0	0	0	0	0.000289737	0.000519706	0.001052436	0	0.000166885	0	0.000104512	9.26E-05	0.000140339	0.000277111	0.000822891	0.000939659	0.00104186	0.001332494	0.001729418	0.000259909	0	0.001866032	0	9.74E-05	0	0	0	0	0.000114151	0.000111645	0.000463853	0.000257014	0.000330338	0	0	0.000458952	0.00036194	0.000298369	0	0.000982939	0	0	0	0	0	0	0	0	0	0.000519824	0	0	0	0.000628358	0.002288958	0.000343466	0	0	0.000150834	0	0.002199183	0.000303444	0.000126305	0.000933557	0.002520187	0.001644286	0.000583236	0.000449152	0	0.001804736	0.00027486	0.000315967	0	0	0.000560253	0	0.000139272	0	0.000521467	0.000381054	9.21E-05	0.000176191	7.02E-05	7.00E-05	0.00013384	0	0	0	0	0	1.40E-05	0	0	0	0	0	0	0.000260834	0.000425514	6.12E-05	0	7.44E-05	0.000133748	0	0	0.000234384	9.40E-05	6.77E-05	0.000419229	0	0.000248201	9.68E-05	0	0.000265922	0	0	0	0.004073043	0.004129908	0.004159399	0.003524782	0.004749819	0.007085795
Bacteria;__Proteobacteria;__Alphaproteobacteria;Other	0.001120641	0.000460405	0	0	0	0	0	0.000241559	0	0	0.000469814	9.27E-05	0.00060891	0	0.000629426	0	5.82E-05	0.002542475	0.00169289	0	0	0	0	0	0	1.41E-05	0	0	0	0	0	0	0	0.000519706	0	0	0.001029121	0.001263867	0	0.000154383	0.000112271	0.000369481	7.48E-05	0.000457131	0.000669767	0.000962357	0.000468384	0.001256227	0	0	0	0	0	0	0	0	0	0	0	4.28E-05	0.002048097	0	0.001162841	0.000200792	0.000804311	0.000994563	0	0.005511479	0.000927957	0	8.56E-05	0	0	0	0	2.80E-05	0	0.000661594	0	0	0	0	0.000640908	0	0	7.04E-05	0.000181001	0.000752445	0.001492303	0.000208618	0	0.001158898	0.002417322	0.001761735	0	0	0	0	3.05E-05	0	0	0	0	0	0	0	0	0.000152422	0.000153421	0.000205556	0.00024564	4.66E-05	0.000107072	0.000566914	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203293	0	0	9.40E-05	0.000304806	0.000279486	0	0.002184165	0.000363179	0.000604755	0.000585029	0.000388242	0	0	4.53E-05	0.000108113	7.67E-05	4.32E-05	0.000145033	7.85E-05
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Alphaproteobacteria_Incertae_Sedis	0	0	0	0	0	0.000934696	0.00088266	0.000456278	0.000625444	0	0.001033592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0.000901094	0.001418519	0	0	0.00018526	2.81E-05	9.24E-05	0	0.000431735	0.000818605	0	0	0	0.001704508	0	0	0.001168604	9.70E-05	0	0	0.003016418	0.000837107	0	0	0	0	0	0	0	0.00108582	0	0.000410019	0	0.000379619	0	0	0	0	0	0	0	0	0	0.000231918	0	0	0.00446134	0	0	0	0	0	0	0	0.000436201	0.002062984	0.000257533	0.001388675	0	0.000666556	0	0	0	0.000488639	0.000315967	0	0	0.000152796	0	5.57E-05	0.001638673	0	0.001219373	0.002239951	0	0.001193108	0.000419737	0.000187376	0.001594444	0	0	0	0	0	0	0	0	0	0	0.001811777	0.001639528	0	0.000102082	0.000595812	7.44E-05	0.000434681	0.000813173	0	0	6.27E-05	0.000101602	0.000279486	0	0	0	0	0	0	0	9.38E-05	9.05E-05	2.16E-05	0.000115006	2.16E-05	3.63E-05	0
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Caulobacterales	0.001982673	0.017265193	0.009164928	0.00103146	0.018942078	0.013989282	0.019578998	0.00641473	0.002274343	0.015194582	0.01498708	0.011647666	0.005243395	0.004537249	0.005874639	0.001041765	0.001570772	0.002138908	0.007518423	0.004429517	0	5.76E-05	0.000154126	0	0	1.41E-05	8.95E-05	0.000379801	0.000567629	0.001317625	0	0.002329265	0.016167352	0.005803378	0.001052436	0.017893156	0.013406392	0.006881056	0.012567606	0.014419366	0.001824408	0.013255127	0.014849448	0.013104429	0.009004651	0.003146167	0.00079265	0.00212259	0.039400363	0.003796409	0.008028734	0.016457833	0.025360035	0.000858124	0.001191321	0.015578465	0.017122636	0.002623646	0.004108409	0.025444421	0.004360465	0.000148832	0.006460227	0.016665711	0.013070055	0.001823366	0.026054868	0.003299867	0.003374388	0.000167078	0	4.29E-05	9.00E-05	8.23E-05	0	0	4.57E-05	0.004820188	0.014697782	0.000719142	0.004788005	0.018442301	0.0010987	8.59E-05	0.000194704	0.002675303	0.004525023	0.005267118	0.001099592	0.007737824	0.017556416	0.009110224	0.000154297	0.002153232	0.00595734	0.003930082	0.007084662	0.007747161	0.009559003	0.023065581	0.000343261	0.003323392	0.000967709	0.000214007	0.003426088	0.012658746	0.00334608	0.015813741	0.012948757	0.006812709	0.011404709	0.004826975	0.003319236	0.018708146	0.000373509	1.49E-05	0.000135621	0.000385402	2.80E-05	0.00012658	5.36E-05	3.42E-05	5.52E-05	5.73E-05	0.015031035	0.014159556	0.003872176	0.003899551	0.013675311	0.001488206	0.02009563	0.024075741	0.006795344	0.007793273	0.004419647	0.009516714	0.000558971	0.002189336	0.001489203	0.009733185	0.005291605	0.002925143	0.004326123	0.068132188	0.005032194	0.006607381	0.004865075	0.005731153	0.00302742	0.002973169	0.002669441
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Emcibacterales	0	0.000652241	0.000204574	0	0	0	0.000320967	0.000885716	0.004207534	7.02E-05	0.00032887	0	0.00040594	0.002195443	0.000629426	0	0	0	0	0	1.08E-05	0	0	0	0	0	0	0	0	0	0	0	0.000173842	0.001992204	0	0	0	0	2.61E-05	0.000895421	0.000224542	9.24E-05	0.000336637	0.000279358	7.44E-05	0	0	0.000866363	0	0	0	0	0	0	0	0	0	0	0	0.000514029	0	0	0	0.000258161	0.000241293	0	0	0	0	0	8.56E-05	0	1.29E-05	0	0	1.40E-05	0	0	0.001101609	0.000261506	0	6.28E-05	0	0	0	0	0	0	0.000510525	0.000113792	0.000168407	6.44E-05	0	0	0.000249958	0	0.001062699	0	0.000885658	0	0	0.000511291	0	0	5.57E-05	0.000942237	0	0	0.000613685	0.000939684	0	0.000792836	0.000347984	0.000106296	0	0	0	1.68E-05	0	2.81E-05	0	0	0	0	0.000603926	0	0.001106336	0.000102082	0	0.000855718	6.69E-05	0.000319461	0.001373527	0.001523497	0.000156725	3.39E-05	0.0009782	0	0	4.84E-05	0	0.000319107	0.000305047	4.85E-05	6.25E-05	0.001040889	0.001405466	0.001514251	0.002357063	0.002102973	0.004180815
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Kordiimonadales	0	0	0	0	0	0	0	0.005824253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.48E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Parvularculales	0	0.000767342	0	0	0	0.000436191	0.000267473	0	0	0.001930028	0.000751703	3.09E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.88E-05	0	0	0.002288926	0	0	0.001759279	0.00244764	0	0.00054869	0.000957174	0	0.001477924	0.002319057	0.000634905	0.002232558	0	0	0	0.000677433	0	0	0.001655522	0.000242448	0	0	0.002978236	0.001598113	0	0	0.001670593	0	0	0.00447909	0.00152028	0.00144776	0	0.000708215	0	0	0	0	0	1.29E-05	0	0	0	0	0	0.002319177	0	0	0.001445223	0	0	0	0	0.000120667	0	0	0	0	0.002285604	0	0	0	0	0	0	0.000671879	0.001825586	0	0	0	0	0	0.000860303	0	0.001371794	0.001933108	5.87E-05	0.000105274	0	8.03E-05	0.000992099	0	0	0	0	0	0	0	0	0	2.86E-05	0.000536823	0.00130417	0	0	0.002354877	0	0.003510884	0.00060988	0	0	0	0.001794967	0	0.000304844	0	0.002445402	0	0	0	0	3.13E-05	0	2.16E-05	1.92E-05	0	0	0
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Rhizobiales	0.011852937	0.029427563	0.010187799	0.003223311	0.00554088	0.035892323	0.025730869	0.009823394	0.00355366	0.028950416	0.026215645	0.021348905	0.006325902	0.007074206	0.015053763	0.010228241	0.009890046	0.005286735	0.035451105	0.013872664	1.08E-05	4.32E-05	7.71E-05	8.41E-05	2.59E-05	0	0	0.000284851	9.46E-05	0.000271276	1.33E-05	0.002142924	0.024743582	0.006929407	0.011019625	0.028019738	0.032069646	0.001263867	0.016904868	0.013307809	0.002975188	0.018196933	0.011670095	0.023110524	0.009376744	0.002739016	0.002305891	0.003768681	0.014925373	0.003989447	0.008609761	0.023112381	0.026766232	0.005339436	0.001394099	0.032989691	0.022183326	0.005079826	0.004704791	0.024630542	0.002906977	0.002182865	0.010896249	0.033819058	0.021957693	0.013360297	0.026129417	0.017236537	0.00864687	0	8.56E-05	4.29E-05	1.29E-05	5.49E-05	3.05E-05	1.40E-05	3.04E-05	0.013231889	0.031975649	0.003824529	0.037107037	0.026108266	0.002380516	0.008930105	0.002336449	0.013376514	0.003077016	0.006772009	0.002709708	0.006618874	0.026313574	0.021117693	0.001440107	0.00360177	0.005124146	0.010517648	0.013401818	0.00453385	0.018049108	0.033071198	0.000646138	0.01763954	0.014923093	0.000267508	0.009275508	0.029537075	0.003911003	0.0190527	0.025621356	0.009837317	0.015264765	0.007951684	0.008539001	0.012401233	0.000420197	2.98E-05	0.000169526	0.000234592	2.80E-05	0.00012658	1.79E-05	6.83E-05	4.14E-05	7.16E-05	0.02224459	0.021388382	0.006084847	0.010391997	0.020796686	0.005915619	0.032768248	0.03273023	0.005060363	0.008320638	0.005736138	0.014901615	0.004332029	0.005792041	0.003574088	0.014841896	0.003326152	0.005318442	0.004880754	0.008104042	0.014065137	0.002240174	0.002097388	0.002012612	0.00170833	0.001722263	0.001236579
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Rhodobacterales	0.014137322	0.072897483	0.054130355	0.011668386	0.010373043	0.066519192	0.067590339	0.113452145	0.04949538	0.08120153	0.083016209	0.085117558	0.082405873	0.050007318	0.116863362	0.037598257	0.055384257	0.04649098	0.086685919	0.040839174	0.000107871	0.000417476	0.00166456	0.000471135	0.000155239	0.000196983	0.000164022	0.003798009	0.001229863	0.003526585	0.000146747	0.033075561	0.079909602	0.017843222	0.062527085	0.083115211	0.057519539	0.013481253	0.049538839	0.088245284	0.054367352	0.083133198	0.084570787	0.083832792	0.081302326	0.06099863	0.062691407	0.063114577	0.095321344	0.028762628	0.020335939	0.080633643	0.102652378	0.019641495	0.008263206	0.093088965	0.075605951	0.035391314	0.041547942	0.09308203	0.055695032	0.027236196	0.060683061	0.102690609	0.092535993	0.066337356	0.07738184	0.105911676	0.058840898	0.000732572	0.001882917	0.000471688	0.000488564	0.001097424	0.001128668	0.000560075	0.000624172	0.042483815	0.095115234	0.019514906	0.06010206	0.081026737	0.030855155	0.047913447	0.019340602	0.024922557	0.078916408	0.081264108	0.073554822	0.043999393	0.100286292	0.114441154	0.072262511	0.064596954	0.093151141	0.07047947	0.076809541	0.048155648	0.118556071	0.080220475	0.004866229	0.053216873	0.026026281	0.001836891	0.095596223	0.100614502	0.057969755	0.077201539	0.099294262	0.105861279	0.101449275	0.087142058	0.086621339	0.089749495	0.001494036	0.000297889	0.001084966	0.0039378	0.000363738	0.00140645	0.000499857	0.000409843	0.000566306	0.0005296	0.095286026	0.076573387	0.057359261	0.106104532	0.082817908	0.07240122	0.074196676	0.100426916	0.04265163	0.06287355	0.085665925	0.082636231	0.079653438	0.080589735	0.071233557	0.073894727	0.079600862	0.096529717	0.148585691	0.15812588	0.261642808	0.173240106	0.181088912	0.198328573	0.124837817	0.130873822	0.133903861
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Rhodospirillales	0.133356321	0.032803867	0.003845996	0.018437339	0.015398492	0.023585494	0.011287346	0.008910838	0.009381663	0.011860898	0.004040404	0.141872895	0.015121275	0.029906816	0.015316024	0.031442371	0.003956018	0.002905686	0.006970723	0.000876168	0	0	3.08E-05	1.68E-05	2.59E-05	0	0	4.75E-05	0	3.88E-05	0	0.045560421	0.014660717	0.099956691	0.166161085	0.032696846	0.022084388	0.001123438	0.029028297	0.007564764	0.004883799	0.008636616	0.003890032	0.010387038	0.007144186	0.002739016	0.045721492	0.009919861	0.000240379	0.112026253	0.008240017	0.061903525	0.011298065	0.061880244	0.04362263	0.00714013	0.012138046	0.087975885	0.048439467	0.007624759	0.056818182	0.084784442	0.002454886	0.017526246	0.021756615	0.013393449	0.01021321	0.002246718	0.010798043	1.29E-05	0.000171174	0	0	1.37E-05	3.05E-05	1.40E-05	0	0.002504608	0.008667923	0.101104864	0.016884017	0.009205442	0.004028566	0.0104757	0.044132918	0.121233455	0.008597544	0.004514673	0.007147345	0.003660294	0.005431122	0.002704095	0.018875688	0.006616294	0.003791035	0.003930082	0.012988546	0.003653491	0.009100904	0.011409914	2.02E-05	0.121644653	0.133951309	5.35E-05	0.002144787	0.010979107	0.002824613	0.00472507	0.009420068	0.004815881	0.004526792	0.001585673	0.00420258	0.006696666	2.33E-05	0	8.48E-05	1.68E-05	0	0	3.57E-05	1.71E-05	1.38E-05	2.86E-05	0.006307666	0.006297276	0.095783158	0.001817068	0.03268456	0.005097105	0.00521617	0.005750298	0.013084653	0.004101723	0.005234617	0.00226911	0.001676914	0.005570336	0.019558203	0.006149823	0.000982727	0.002153969	0.002579035	0.000291163	0.001125211	0.00536284	0.005989448	0.006957888	0.00508174	0.007142857	0.009892634
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Rickettsiales	0	0.003798343	0.009574076	0	0	0.007851446	0.007168267	0.000724677	0.000199005	0.004246061	0.007939864	0.004727037	0.001082507	0.002293018	0.002412798	0.000662942	0.004188725	0.002098551	0.004979088	0.000827492	1.08E-05	0	0	0	0	1.41E-05	0	1.58E-05	1.35E-05	0	1.33E-05	0	0.008402387	0.000952793	0.001114344	0.006650933	0.006786638	0.00014043	0.003422778	0.005125513	0.000364882	0.004941807	0.006545727	0.0039872	0.002381395	0.001517563	0.001693389	0.002209227	0.000218527	0	0	0.004349802	0.009600931	0.000286041	0	0.004009164	0.007648111	0	0	0.004926108	0.001651691	0.003968845	0	0.007716138	0.003659616	0.003016841	0.003801998	0.006459313	0.003711827	1.29E-05	0.000171174	0	0	0	0	1.40E-05	0	0.001559473	0.008204088	0.001569038	0	0.006597757	0	0	0	0.001971276	0.000935171	0.003762227	0.002238454	0.002086178	0.006567868	0.007178728	0.001491539	0.000469796	0.000916514	0	0.001653088	0	0.003695333	0.00628423	8.08E-05	0.000298253	0.000763981	8.92E-05	0.000557088	0.007742728	0.000304189	0.004077278	0.007977907	0.003259529	0.003824964	0.001888816	0.001043953	0.005598271	4.67E-05	0	0	5.03E-05	2.80E-05	1.41E-05	0	0	2.76E-05	4.29E-05	0.005703741	0.005514774	0	0.001878318	0.004340918	0.000520872	0.002641522	0.006941016	0.001951854	0.000410172	0.001379181	0.004572087	0.001676914	0.002300188	0.002382725	0.003365454	0.001096118	0.000797766	0.000665557	0.000169845	0.000218791	0.000520444	0.000497319	0.000632535	0.000670357	0.000380711	0.000471078
Bacteria;__Proteobacteria;__Alphaproteobacteria;__SAR11_clade	0	0	0	0	0	0	0	0	0	0	0	0	0.000101485	0	0.000419617	0	0	0.000322854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000261281	0	0.000280678	0.000138555	0.000261829	0	0.00052093	7.40E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000596382	0	0	0	0.000129205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000314179	0	0	0	0	0	0	0	0	0	6.44E-05	0	3.91E-05	0.000208299	0	0	0	0	0	4.04E-05	0	0	0	0.000167126	0	0	0.000342949	0	0	0.000140366	0	0.00013384	0.00017716	0	0	0	0	0	0	0	0	0	0	0	0.000111786	0	8.17E-05	0.000312092	0.000520872	0.000200622	0	0	0	0	0.000203204	0	0.000249418	9.93E-05	0	0	0	0.000110926	0	0	0.002466454	0.003005535	0.003105173	0.001729954	0.003136331	0.004200444
Bacteria;__Proteobacteria;__Alphaproteobacteria;__Sphingomonadales	0.017369941	0.040093616	0.010351459	0.002836514	0.012821339	0.06168993	0.03725894	0.009796554	0.004122246	0.050110538	0.033074935	0.031451787	0.005412537	0.006196029	0.020928403	0.00255706	0.015009599	0.006739578	0.050687114	0.018691589	0	1.44E-05	0.000123301	1.68E-05	0	4.22E-05	1.49E-05	0.000316501	5.41E-05	0.000116261	1.33E-05	0.019099972	0.043286782	0.011433521	0.015353185	0.050761639	0.048702473	0.004493751	0.029733755	0.028437336	0.003901426	0.021937927	0.031419488	0.02559935	0.015590698	0.002739016	0.007205909	0.005414771	0.048338104	0.012547455	0.012148743	0.044179705	0.025990399	0.027841342	0.058425428	0.059870179	0.044861307	0.017193257	0.015240872	0.04399229	0.011165433	0.006350151	0.018820793	0.049538179	0.052883455	0.00268532	0.054979872	0.016780173	0.012189978	1.29E-05	8.56E-05	4.29E-05	1.29E-05	6.86E-05	3.05E-05	1.40E-05	1.52E-05	0.007466566	0.04473112	0.010591004	0.004284004	0.045524522	0.004577916	0.005667182	0.010254413	0.037876654	0.004253522	0.002257336	0.009896324	0.011625702	0.041975413	0.023210147	0.002211593	0.00230983	0.003166139	0.009469626	0.01127642	0.00691082	0.01725507	0.046236484	0	0.087345548	0.035194051	0.000481515	0.006601487	0.036542401	0.001825135	0.03147506	0.033844738	0.006401597	0.015685862	0.003847589	0.005192997	0.031321971	0.000233443	1.49E-05	3.39E-05	0.00010054	2.80E-05	4.22E-05	0	6.83E-05	2.76E-05	0.000114508	0.044656937	0.027126728	0.014510021	0.005165374	0.040089656	0.007217799	0.036346006	0.050155374	0.00484349	0.007090121	0.003009121	0.015985369	0.004192286	0.00969959	0.007992058	0.0227834	0.005442794	0.002925143	0.002329451	0.001601398	0.010001875	0.001244541	0.000778412	0.001456748	0.001773203	0.001432197	0.000431821
Bacteria;__Proteobacteria;__Betaproteobacteria;__Burkholderiales	0.155510538	0.087592081	0.0369052	0.167418773	0.183300045	0.049009222	0.051087276	0.011836384	0.024392324	0.056005895	0.01855767	0.039391973	0.014275566	0.089232571	0.047888801	0.108248887	0.065623364	0.066871141	0.045010954	0.07763824	0	0.000143957	1.54E-05	0.000235567	3.88E-05	0.000140702	0.000164022	0.000110775	5.41E-05	0.000155015	9.34E-05	0.105003261	0.059454135	0.112256388	0.054231412	0.052263463	0.060189692	0.144080888	0.126590547	0.02297218	0.009458853	0.018751155	0.019263138	0.021688338	0.016781395	0.029722027	0.03948838	0.026250812	0.000502611	0.064217232	0.142721318	0.05745634	0.035251903	0.130816171	0.046689648	0.036807942	0.046801872	0.077537122	0.106951163	0.012593703	0.041160148	0.130723818	0.055127266	0.034937755	0.034826671	0.021316801	0.039660057	0.039703714	0.040070862	0.000102817	0	8.58E-05	0.000141426	5.49E-05	6.10E-05	0.00022403	0	0.109730164	0.033280186	0.121698483	0.094185094	0.034245499	0.099249222	0.106646059	0.120716511	0.099901436	0.032459501	0.003762227	0.046222117	0.012877409	0.035744358	0.029938192	0.043974695	0.042908037	0.017622063	0.048807875	0.072204511	0.091117176	0.014567554	0.03960118	0.004502776	0.040349382	0.06687379	0.003085264	0.007604245	0.024621057	0.028246132	0.031551271	0.020742559	0.012979386	0.020037197	0.004617107	0.010091547	0.041420118	0.000140066	1.49E-05	0	0.000485941	0.000125909	0.000239096	0	5.12E-05	4.14E-05	7.16E-05	0.041201141	0.018034803	0.045657632	0.006451613	0.037791522	0.041372126	0.060086267	0.035982923	0.117978746	0.057658502	0.009779645	0.020692925	0.013834544	0.012526327	0.039662447	0.017166239	0.021204218	0.022789523	0.00479756	4.85E-05	0.000656373	0.001086145	0.001318976	0.001629258	0.000821728	0.000489485	0.000490706
Bacteria;__Proteobacteria;__Betaproteobacteria;__Hydrogenophilales	0	0	0.000327319	0	0.001417434	0	0	0.000241559	0	0.000105274	0	0	0.000338284	0	0	0	0	0	0	0.000292056	0	0	0	0	0	0	0	0	0	3.88E-05	0	0.002049753	0.000173842	0	6.19E-05	0	0	0	2.61E-05	0.000648408	0.000308746	0.00018474	0.000972508	0.000457131	0.000223256	0.000481179	0	0.000736409	0	0.000900843	0	0	0	0	0	0	0	0.000279111	0.003445762	0.000214179	0.000991015	0	0	0.000172107	0.000160862	0	0.000969137	0	0	0	0	0	0	0	0	0	0	0.000378054	0	0.000130753	0	0	0	0	0.002141745	0	0.000512836	0.001504891	0.000235627	3.79E-05	0	0.000450682	0.000102865	0.000391497	0.000416597	0.00056144	0	4.40E-05	0.000305399	0	4.04E-05	0	0	1.78E-05	0.000167126	0	0.000173822	0.000152422	0.000184106	0.000323016	0.000175457	7.00E-05	0.000240912	0	0	0	0	0	0	0	0	0	0	0	0	7.45E-05	0.001319093	0.000122499	0.000482324	3.72E-05	0	0.000116168	0	0	0.00043883	0.000304806	0.000139743	0.000249418	0.000446761	9.68E-05	0.000377972	0.000611621	0.000554631	0	6.25E-05	0.002262802	0.002832555	0.003852715	0.00151371	0.002066715	0.003847135
Bacteria;__Proteobacteria;__Betaproteobacteria;__Methylophilales	0.000215508	0.007443217	0.00294587	0.000838061	0	0.007415254	0.0053762	0.001368834	0.000938166	0.01515949	0.010007047	0.006148237	0.001048679	0.00204908	0.005140309	0.000378824	0.0025016	0.000645708	0.006871141	0.001801012	0	4.32E-05	3.08E-05	1.68E-05	0	0	2.98E-05	7.91E-05	1.35E-05	0.000155015	1.33E-05	0.000652194	0.007301385	0.002338675	0.000185724	0.007766574	0.00564626	0.002387305	0.003997596	0.007626517	0.001319187	0.007990024	0.005012156	0.006120479	0.003981395	0.001443536	0.001008827	0.001169591	0.000109263	0	0.00427847	0.007531	0.009940358	0	0	0.006491027	0.008561318	0.003349336	0.001722881	0.00531163	0.00336945	0	0.005383522	0.008203775	0.004986729	0.001591301	0.009579544	0.005687004	0.001307576	1.29E-05	0.000171174	0	1.29E-05	0	3.05E-05	2.80E-05	1.52E-05	0.005859836	0.009131758	0.000523013	0.003150003	0.004587012	9.16E-05	0.001889061	0	0.001126443	0.002141844	0.002257336	0.000785423	0.00299651	0.006525766	0.003283544	0.000565756	0.001996633	0.001833028	0.002395479	0.001239816	0.001276521	0.003603714	0.008776857	0.000181726	0.001150405	0.001069573	5.35E-05	0.000779923	0.00643179	0.000608378	0.005106124	0.006965327	0.000734128	0.005193529	0.001165936	0.001846994	0.00914148	2.33E-05	0	1.70E-05	1.68E-05	0	1.41E-05	5.36E-05	1.71E-05	0	2.86E-05	0.008387854	0.005291202	0.00029786	0.001347489	0.00365999	0.004204182	0.006018658	0.008944908	0	0.002402438	0.001379181	0.005181698	0.000698714	0.001274803	0.001836684	0.005108711	0.001549684	0.001010504	0.001580699	0.000388218	0.000843908	0.008666531	0.007805743	0.010293075	0.006444079	0.00708847	0.00993189
