# Constructed from biom file																																																																																																																																																							
#OTU ID	BL.20.1	BL.20.10	BL.20.2	BL.20.3	BL.20.4	BL.20.5	BL.20.6	BL.20.7	BL.20.8	BL.20.9	BL.360.1	BL.360.10	BL.360.2	BL.360.3	BL.360.4	BL.360.5	BL.360.6	BL.360.7	BL.360.8	BL.360.9	BL.5760.1	BL.5760.10	BL.5760.11	BL.5760.2	BL.5760.3	BL.5760.4	BL.5760.5	BL.5760.6	BL.5760.7	BL.5760.8	BL.5760.9	BL.60.1	BL.60.2	BL.60.3	BL.60.4	BL.60.5	BL.60.6	BL.60.7	BL.60.9	BL.720.1	BL.720.2	BL.720.3	BL.720.4	BL.720.5	BL.720.6	BL.720.7	BL.720.8	BL.720.9	Barn.5760.1	CR.20.1	CR.20.10	CR.20.2	CR.20.3	CR.20.4	CR.20.5	CR.20.6	CR.20.7	CR.20.8	CR.20.9	CR.360.1	CR.360.10	CR.360.2	CR.360.3	CR.360.4	CR.360.5	CR.360.6	CR.360.7	CR.360.8	CR.360.9	CR.5760.1	CR.5760.10	CR.5760.2	CR.5760.3	CR.5760.4	CR.5760.5	CR.5760.6	CR.5760.7	CR.60.1	CR.60.10	CR.60.2	CR.60.4	CR.60.5	CR.60.6	CR.60.7	CR.60.8	CR.60.9	CR.720.1	CR.720.10	CR.720.2	CR.720.3	CR.720.5	CR.720.7	CR.720.8	CR.720.9	FB.20.1	FB.20.10	FB.20.2	FB.20.3	FB.20.4	FB.20.5	FB.20.6	FB.20.7	FB.20.8	FB.20.9	FB.360.1	FB.360.10	FB.360.2	FB.360.3	FB.360.4	FB.360.5	FB.360.6	FB.360.7	FB.360.8	FB.360.9	FB.5760.1	FB.5760.10	FB.5760.2	FB.5760.3	FB.5760.4	FB.5760.5	FB.5760.6	FB.5760.7	FB.5760.8	FB.5760.9	FB.60.1	FB.60.10	FB.60.2	FB.60.3	FB.60.4	FB.60.5	FB.60.6	FB.60.7	FB.60.8	FB.60.9	FB.720.1	FB.720.10	FB.720.2	FB.720.3	FB.720.4	FB.720.5	FB.720.6	FB.720.7	FB.720.8	Nereo.5760.1	Rope.5760.1	W.360.1	W.360.2	W.360.3	W.5760.1	W.5760.2	W.5760.3
Bacteria;__Bacteroidetes;__Cytophagia;__Cytophagales	0.04228266	0.012200737	0.00707827	0.007993811	0.007087172	0.022619641	0.024955198	0.018814751	0.009779673	0.010632698	0.012872915	0.004696141	0.025100639	0.014685076	0.002989772	0.003882943	0.019954622	0.006860648	0.05666202	0.020054517	1.08E-05	4.32E-05	7.71E-05	0	1.29E-05	4.22E-05	1.49E-05	0.000316501	0.00010812	7.75E-05	2.67E-05	0.017050219	0.012835371	0.01541793	0.012505417	0.008839305	0.012794482	0.007864064	0.02027539	0.006978109	0.01372516	0.007435803	0.00729381	0.009421983	0.008148837	0.005811156	0.009223563	0.004938272	0.025655034	0.02020462	0.011567716	0.02820879	0.013237647	0.014874142	0.027881983	0.019091256	0.010996537	0.043541364	0.010536081	0.006768045	0.005946089	0.076648311	0.005728068	0.009092995	0.008203973	0.01498475	0.009393171	0.021589553	0.006326978	9.00E-05	8.56E-05	2.14E-05	2.57E-05	0.000137178	9.15E-05	2.80E-05	1.52E-05	0.012570294	0.011450935	0.026379446	0.02034902	0.009488203	0.014466215	0.019062339	0.026025441	0.02238806	0.00968355	0.002257336	0.017632736	0.004229252	0.010693836	0.00582668	0.002108728	0.009983166	0.033036161	0.025302242	0.016058567	0.018047363	0.013529196	0.014113186	0.00177688	0.079335322	0.058520933	0.000624186	0.02011086	0.016140926	0.015904745	0.014975422	0.018195766	0.021877019	0.022493596	0.020357243	0.029150383	0.013003579	2.33E-05	5.96E-05	3.39E-05	0.000167566	0.000125909	0.000140645	3.57E-05	1.71E-05	8.29E-05	0.000157449	0.01372253	0.023326005	0.027871154	0.009942834	0.018640413	0.025597143	0.013140736	0.018993407	0.019084797	0.016817063	0.019120459	0.017306194	0.020402459	0.029265048	0.019856044	0.009733185	0.021279813	0.013136551	0.010510261	0.001407289	0.005719822	0.001176657	0.002054143	0.002012612	0.000540611	0.000815809	0.000726245
Bacteria;__Bacteroidetes;__Flavobacteriia;__Flavobacteriales	0.036463946	0.102248312	0.091526533	0.025464157	0.045293473	0.125405035	0.108834622	0.231601267	0.077896233	0.138505808	0.15015269	0.123706244	0.182706945	0.112748207	0.138788356	0.088928876	0.129850486	0.204205174	0.119547899	0.142620717	0.001197372	0.013575182	0.006349989	0.001531187	0.001034929	0.001280392	0.002967315	0.014527385	0.083238729	0.040187568	0.001213997	0.078822324	0.132699774	0.062451278	0.092490559	0.12937138	0.125079966	0.072180873	0.089723826	0.162410844	0.132648479	0.145621652	0.163904993	0.161824462	0.192632558	0.133508532	0.125526932	0.188953866	0.199689692	0.08570877	0.041305726	0.116827891	0.151335887	0.040236461	0.006387509	0.12279496	0.142612534	0.049625991	0.07633689	0.144142215	0.202167019	0.054770055	0.13252078	0.144340543	0.136169871	0.19937674	0.136312808	0.119883452	0.188122153	0.002506169	0.00564875	0.001886752	0.001504262	0.004622898	0.00234885	0.001274171	0.001918188	0.105240773	0.145354399	0.086722019	0.061236061	0.133274687	0.05292071	0.056757685	0.057956906	0.026260208	0.182026607	0.215199398	0.137645303	0.069374905	0.128957561	0.159026526	0.116597233	0.148416396	0.175929012	0.135569113	0.105915693	0.115018928	0.167358905	0.139236062	0.01296315	0.060076694	0.12407049	0.003941291	0.185955823	0.148504711	0.138797149	0.160499943	0.156060141	0.175074881	0.170614451	0.18130305	0.183762514	0.155121709	0.001937577	0.001459658	0.002305554	0.036965046	0.001315053	0.005021026	0.001713796	0.00133199	0.00353596	0.001875072	0.127528938	0.159742147	0.110548487	0.15163332	0.144839131	0.147481211	0.128264286	0.138762234	0.08443577	0.134067737	0.157351973	0.156094422	0.157350475	0.138898127	0.152643336	0.137160428	0.136258835	0.163542082	0.241264559	0.011403892	0.169250484	0.23895187	0.252746065	0.234363919	0.260833838	0.258013053	0.224095629
Bacteria;__Bacteroidetes;__Sphingobacteriia;__Sphingobacteriales	0.009568553	0.07915132	0.049015998	0.007478081	0.002255009	0.071597707	0.074651617	0.046996618	0.033916134	0.101449275	0.077049565	0.067970464	0.030716146	0.019612626	0.031785995	0.014490009	0.010413637	0.013479156	0.033210516	0.018594237	5.39E-05	0.000115166	0.001895749	0.000319698	0.000129366	0.000126632	8.95E-05	0.001076103	0.002392151	0.00220896	0.000186769	0.009037548	0.071623109	0.012386314	0.020120102	0.091310877	0.08608461	0.006459767	0.052412928	0.063821904	0.020994723	0.055422132	0.057527586	0.068188744	0.050306977	0.020209498	0.016069177	0.023478449	0.079041105	0.026381829	0.013046693	0.085697591	0.107210396	0.007437071	0.000836459	0.097785414	0.101137704	0.012615831	0.021999867	0.101991861	0.013345666	0.010963933	0.055471812	0.092536286	0.085256977	0.028146134	0.093484419	0.027171242	0.03184579	0.000231339	0.000171174	0.000107202	0.000205711	0.000397816	0.000213532	0.000280038	0.000137013	0.017815793	0.092796057	0.011375523	0.033957034	0.076879575	0.004394799	0.023269792	0.012071651	0.007181076	0.024223958	0.018811136	0.019557022	0.029358216	0.075909397	0.069662632	0.013218125	0.018752692	0.033869355	0.027810009	0.040264494	0.022449159	0.052895187	0.097633759	0.001352852	0.024243715	0.022970358	0.001141369	0.043814936	0.068332651	0.023466018	0.071447624	0.083031605	0.036060375	0.065129663	0.034651618	0.033379731	0.069801226	0.000770362	0.000268101	0.00077982	0.013991756	0.000475658	0.000928257	0.000142816	0.000324459	0.002251412	0.000658422	0.091729576	0.061556806	0.024211736	0.021069824	0.068660274	0.02500186	0.073360752	0.086835303	0.023494542	0.024024376	0.036109457	0.05032682	0.022638345	0.020369139	0.012558948	0.056268462	0.023131874	0.036670655	0.02296173	0.005143883	0.018691005	0.013870975	0.010768033	0.011730655	0.028436121	0.027773749	0.021237757
Bacteria;__Chlamydiae;__Chlamydiae;__Chlamydiales	0	0	0	0	0	0.000249252	0	0	0	0	0	0	0	0	0.000104904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000361583	0	0	0	0	0	0.000336637	0	0	0	0	0	0	0	0	0	0.000242448	0	0	0	7.61E-05	0	0	0	0	0	0	0	0.000241293	0	0	3.51E-05	0	0	0	0	0	0	0	0	0	0	0.000376866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00018324	0.000667041	0	0	0	0	0	0.000204834	0	0	0.000184106	0	0	0	0	0.000531481	0	0	0	0	0	0	0	0	0	0	0	3.73E-05	0	0	0	0	0.000468118	0	0	0	6.27E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Chlorobi;__Chlorobi;__Chlorobia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Chloroflexi;Other;Other	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Chloroflexi;__Anaerolineae;__Anaerolineales	0	0	0.000981957	0	0	0.000436191	0	0	0	0	0	0	0.00020297	0	0	0	0.000814474	0	0	0	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	0.000313537	3.09E-05	0.000477153	0.000785147	0	0.000304754	0.000372093	0	0	0	0.000152969	0	0	0	0.000387916	0.001334859	0	0	0	0	0	0	0	0	0	0.000172107	0	0	0.000223647	0.002632872	0	0	0	0	0	0	0	0	1.52E-05	0	0	0	0	0	0	0	0.001168224	0	0	0	0	0.000170687	0.001305153	0	0	0	0.000666556	0	0	0	0.000335939	0	0.000121151	0	0	0	8.36E-05	0.0001229	0	0	0.000583001	0.00108651	0.00098256	0.000746199	0.000481825	0.001417284	0	0	0	1.68E-05	0	0	1.79E-05	0	0	0	0	0.000111786	0.00153185	0.000204165	0.000482324	0.001041744	0.000501555	0.000232335	0	0.000703152	0.000282105	0	0	0.000304844	0	0	0.000415769	0.000452068	0.000166389	0	0.000187535	2.26E-05	2.16E-05	1.92E-05	4.32E-05	0	0
Bacteria;__Chloroflexi;__Caldilineae;__Caldilineales	0	0	0	0	0	0	0.000106989	8.05E-05	0.000369581	0	9.40E-05	0	0.000101485	0	0.000104904	0	0.00017453	0.000282497	0	0.00048676	0	0	1.54E-05	0	0	0	0	1.58E-05	0	0	0	0	0	0	0	0	0	0	2.61E-05	3.09E-05	0.000505221	0.000138555	0	0.000101585	0	0	0	4.33E-05	4.37E-05	0	0.000528206	0	0.000145469	0	0	0	0	0	0	0	0	0	0	0	0.00036194	0.001292932	0	0.000596784	0.000717058	1.29E-05	0	0	0	0	0	0	0	0	2.90E-05	0	6.30E-05	0.000345597	0	0	0	0	0.000120667	0	0	0	0	0	0	0	0.000708215	0.000112288	0	0.001188485	0.00024432	0	0	0	0	3.57E-05	0.000584942	8.19E-05	0	0.000190527	9.21E-05	0.000411112	0.000456188	0.000536331	0.000856577	0	0	0	0	3.35E-05	0	0	0	0	0	0	0	0.000149048	0.00029786	4.08E-05	0.000113488	0.000967334	0	0	0	0	0.00106573	0.000101602	0.000419229	0.000387984	0	2.42E-05	7.56E-05	0.000611621	0.00088741	0	0.000406326	0	2.16E-05	1.92E-05	0	1.81E-05	0
Bacteria;__Chloroflexi;__Chloroflexi;__Chloroflexi	0	0	0	0	0	0	0	0.000241559	0.000568586	0	0	0	0.000676567	0	0.000157356	0	0.00017453	0	0.000497909	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000724344	0	0	0	0.001112564	0	0.000496434	3.09E-05	0.00025261	0.00018474	0.00108472	0	7.44E-05	0	0	0	0	0	0	0.000941375	4.85E-05	0	0	0.001603666	0	0	0	0	0.000594609	0	0	0	8.04E-05	0.00062989	0.000298196	0	8.44E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.000911119	0	0	0	0	3.02E-05	0	0	0	4.21E-05	0.000386299	0	0	0.000249958	0	0.000177117	0	0	0.001193653	0	0.000127823	5.09E-05	0	0.000417816	0.001147071	0	0.000457265	0.000859159	5.87E-05	0.000772011	0.002611697	8.03E-05	0	0	0	0	0	0	0	0	0	0	0	0	0.001006074	0	0.000163332	0	0.000558077	0.00100311	0.00014521	0	0.000175788	9.40E-05	6.77E-05	0.000419229	0.000471123	0	0	0	2.66E-05	0.000110926	0	0.001156467	6.79E-05	4.32E-05	5.75E-05	8.65E-05	5.44E-05	3.93E-05
Bacteria;__Cyanobacteria;__Cyanobacteria;Other	0	0	0	0	0	0	0	0	2.84E-05	0	4.70E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000131116	0	0	0	0	0	0	0	0	5.58E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.33E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.68E-05	0	0	0	0	0	0	0	0	0	0	0
Bacteria;__Cyanobacteria;__Cyanobacteria;__Cyanobacteria	0.000560321	0.004949355	0.004868868	0.001998453	0.001030861	0.004112662	0.001551341	0.001046755	0.000227434	0.001333474	0.004275311	0.001112244	0.002841582	4.88E-05	0.000209809	0	0	0	0.000497909	0	1.08E-05	0	0	0	0	0	0	0	0	7.75E-05	0	0.002049753	0.001883294	0	0.000680988	0.003046557	0.0019748	0	0.001384788	0.001049804	0.001122712	0.000600406	0.005610623	0.002133279	0.00104186	0	0	0	6.56E-05	0.007914549	0	0.003635655	0.001697134	0.000667429	0	0.005078274	0.003843081	0.002288713	0.000927705	0.000556864	0.000198203	0	0.000430682	0.002180024	0.000201078	0.002088582	0.003429253	0.000772309	0	0	0	0	1.29E-05	4.12E-05	0	0	0	0	0.003739672	0	6.30E-05	0.001413805	0.003112983	0	0.001038422	0.009997184	0.000754171	0	3.93E-05	0.000739645	0.002273493	0.00180273	0.011520856	0.001291939	0.000541576	0	0	0.000704287	0.001404838	0.001895801	0	0.006476353	0	0	0.001531991	0.006063089	4.35E-05	0.001333689	0.001841056	0.000880954	0.002000211	0.001399123	0.000615665	0.003295185	9.34E-05	0	0.000322099	0	0	4.22E-05	1.79E-05	0	0	1.43E-05	0	0.003390841	0.000723373	0.000285831	0.001532089	0.000186026	0.004012439	0.002120059	0	0.00029298	0.00050152	0.003657669	0.000698714	0.028350515	4.96E-05	0.002300131	0	0.000398883	0.000471436	0.002814578	0.004125774	2.26E-05	8.65E-05	9.58E-05	0	3.63E-05	0
Bacteria;__Cyanobacteria;__Cyanobacteria;__SubsectionI	8.62E-05	0.017610497	0.019598216	0.004577102	0.003092584	0.010655533	0.010645412	0.00850824	0.007391613	0.014527845	0.016678412	0.009732135	0.039139407	0.009562375	0.011119853	0.004072355	0.012507999	0.010654183	0.003634734	0.004088785	4.31E-05	7.20E-05	0.000154126	1.68E-05	9.06E-05	0.000112562	0.000178934	0.000759602	0.000229755	0.001007596	8.00E-05	0.004565359	0.011850264	0.005803378	0.012195877	0.010040764	0.014880538	0.005336329	0.008831291	0.026986136	0.024194454	0.030158877	0.023078362	0.02366924	0.032334884	0.019284154	0.015672852	0.033441629	0.004130154	0.003732064	0.00422565	0.006816854	0.01183145	9.53E-05	0.00055764	0.013822069	0.010996537	0.016858323	0.011331257	0.018890555	0.004756871	0.004861835	0.006546363	0.01698124	0.009691949	0.022477125	0.015319815	0.003931756	0.009701367	0.000115669	0.000684697	0.000171523	0.000141426	0.000452687	0.000305045	0.000294039	0.000304474	0.008175417	0.015538484	0.003497646	0.004221004	0.01473499	0.014374657	0.004722652	0.001622534	0.002323289	0.020453106	0.036117381	0.01775055	0.006846457	0.031281576	0.020795776	0.010800802	0.01538582	0.036452258	0.013961148	0.011217381	0.014261819	0.030295627	0.018150541	0.001352852	0.012015339	0.004329225	0.000214007	0.033564525	0.024948791	0.011602642	0.022482186	0.020435716	0.01753098	0.025932554	0.028029102	0.020450774	0.010275307	0.000303476	5.96E-05	0.000169526	0.000670264	9.79E-05	0.000323483	8.93E-05	0.000119538	0.000207185	0.000114508	0.031806744	0.011812051	0.003148802	0.04358922	0.012710662	0.013393854	0.01765473	0.014085325	0.014313598	0.018574944	0.048334012	0.031259525	0.020821688	0.027241991	0.019210722	0.019369522	0.034660014	0.038425741	0.049972268	0.000727908	0.038007126	0.139546987	0.104545061	0.072262368	0.156041865	0.091279913	0.060023161
Bacteria;__Cyanobacteria;__Cyanobacteria;__SubsectionII	4.31E-05	0.002839165	0.001882083	0.00528623	0	0.002835244	0.002701474	0.000214719	8.53E-05	0.009264133	0.004933051	0.002595236	0.001048679	4.88E-05	0	0	0	0	0	0	1.08E-05	0	0	0	1.29E-05	0	0	1.58E-05	0	0	0	0.000559024	0.002607637	0.000866176	0	0.002960738	0.003866159	0	0.003344394	0.002809769	0.001992815	0.000785147	0.002992332	0.00485067	0.004613953	0.00029611	0	0.000259909	0.029610367	0.002702529	0	0.00590794	0.001309218	0.0016209	0.00628612	0.004047346	0.001331761	0.00223289	0.000132529	0.005354466	0.000396406	0	0.002627159	0.003901096	0.001166251	0.001127171	0.008088564	0	4.22E-05	0	0	4.29E-05	0	0	0	0	1.52E-05	0.000236284	0.004406436	0	0.003465003	0.005529549	9.16E-05	0	0.002206646	0.002182484	0.000301668	0	7.85E-05	0.00259824	0.006778377	0.003186969	0.000411459	0	0.000624896	0.000336864	5.90E-05	0.004885993	0.000671879	0.006073585	0	0.003749467	0.002291943	8.92E-05	0.000752068	0.008521098	8.69E-05	0.003543802	0.004940166	0.000557937	0.003438958	0.000326462	0.001177793	0.003507777	4.67E-05	1.49E-05	0.000271242	1.68E-05	0	0	0	0	1.38E-05	0	0.00332159	0.004657749	0.000510617	0	0.004681382	0.00122777	0.00310964	0.004675747	0.000939782	0.000527364	0.001034385	0.001727233	0.0009782	0.002327902	0	0.002469614	0.000226783	0.000877543	0.000970605	0.00033969	0.000312559	6.79E-05	0.00017298	0.000383355	0.00019462	9.06E-05	5.89E-05
Bacteria;__Cyanobacteria;__Cyanobacteria;__SubsectionIII	0.000129305	0.009591774	0.002741295	0	0	0.008879611	0.010083719	0.000134199	0	0.006807734	0.010054029	0.010967961	0.008660059	0	5.25E-05	0	0	0.000161427	0	0	0	0	0	1.68E-05	5.17E-05	1.41E-05	0	1.58E-05	4.05E-05	0.000155015	0	9.32E-05	0.008894941	0.000519706	0	0.010641493	0.008399855	0.00014043	0.006270739	0.008583691	0.000196475	0.007481988	0.008041893	0.004774482	0.003051163	0	0.000144118	0.000779727	0.077926619	0	0	0.013341557	0.012413325	9.53E-05	0	0.010347461	0.010616034	0.000334934	6.63E-05	0.009937888	0.001057082	9.92E-05	0.007967613	0.011473811	0.01049626	9.95E-05	0.011927837	0	0.000632698	0	0	0	0	2.74E-05	6.10E-05	0	0	0	0.013857081	0	0	0.012158723	0	0.005151984	0	0	0.001568675	0	0	0.002787893	0.011914786	0.005536956	0.000154297	0.000665544	0.000499917	0.001310027	0.000708466	0.000264108	0.00543611	0.012498245	2.02E-05	0.000298253	0.000560253	0.000142671	0.007799226	0.009176567	0	0.007354342	0.0099417	0.000880954	0.004246061	0.005200075	0.002061138	0.009176912	7.00E-05	0	0.000593341	1.68E-05	0	1.41E-05	0	0	2.76E-05	5.73E-05	0.007851032	0.00842121	4.26E-05	0.003327889	0.009589741	0.001264975	0.008459558	0.008654488	0	0.003867339	0.006707833	0.006265452	0.000698714	0.000249418	0	0.005181347	0.000151189	0	0.000249584	2.43E-05	0.001875352	0.000181024	8.65E-05	0.000249181	0.000108122	1.81E-05	1.96E-05
Bacteria;__Cyanobacteria;__Cyanobacteria;__SubsectionIV	0	0	0	0	0	0.001464357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001014081	0	0	0	0.000417211	0	0.000391921	0	0	0	0	0	0	0	0	0	0.000961517	0	0	0	0	0	0.002965629	0.002100038	0.001483962	0.003014402	0	0.000985222	0	0	0	0.000200792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00163373	0	0	0	0	0	0	0	0	0.000926238	0	0	0	0	0.000411723	0	0	0	0	0	0	0	8.92E-05	0.000139272	0	0	0	0.000889844	0	0	0	0.00013384	0.000637778	0	0	0	0	0	0	0	0	2.76E-05	1.43E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	8.31E-05	0	0	0	0	0	0.000121318	0	0	0	3.83E-05	0	0	0
Bacteria;__Deferribacteres;__Deferribacteres_Incertae_Sedis;__Unknown_Order	0	0	0	0	0	0	0	0.000187879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001193476	0	0.000245735	0	0	0	0	0	0	0	0	0	0	0	0	0.006363006	0	0	0	0	0	0	0	0	0	0	0.000257533	0	0	0	0.001272598	0	0	0	0	0	0	0	0	0.00089134	0	0.001347123	0	0	0.000675398	0.000175457	9.33E-05	0.000107072	0.000460617	0	0	1.70E-05	0	0	0	0	0	0	0	0	0	0	4.08E-05	0	0	0	0.000319461	0	0	0	0	0	0.000221705	0	0	0	0	0	0	3.13E-05	0	4.32E-05	1.92E-05	0	0	0
Bacteria;__Deinococcus.Thermus;__Deinococci;__Deinococcales	0.010689194	0.004680786	0.002577636	0.00290098	0.005218736	0.005171984	0.003905101	0.001905631	0.000483298	0.00098256	0.001456425	0.001112244	0.000439769	0.006635117	0.000524521	0.002935884	0	0.000403568	0.001643099	0	0	0	0	0	0	0	0	0	1.35E-05	3.88E-05	0	0.001118047	0.0023179	0.007968818	0.00278586	0.003046557	0.007120407	0.000702149	0.007237478	0.001482076	0.000364882	0.00226307	0.002468674	0.001295205	0.001748837	0.000259096	0.002990452	0.000173273	0	0.005855479	0.000581027	0.00564825	0.00213354	0.012299771	0.025169827	0.004161894	0.003310376	0.009433962	0.007554171	0.007282073	0.004360465	0.00625093	0.00331625	0.00456084	0.017131827	0.000663042	0.003578351	0.000807414	0.001560655	1.29E-05	0	0	0	0	0	0	0	0.000897878	0.005334106	0.006178086	0	0.003958654	0	0.010046368	0.0096054	0.082934385	0.001810009	0.003762227	0.000117813	0.001213776	0.002357696	0.001480814	0.00020573	0.00230983	0	0.001497174	0.000118078	0.001232503	0.003023455	0.005371437	0	0.01887516	0.016247326	1.78E-05	0.000111418	0.002048341	0	0.003277064	0.002178582	0.000822224	0.001544022	0.000163231	0.00013384	0.004322716	0	0	0	0	0	0	0	0	0	1.43E-05	0.002113739	0.003577151	0.001999915	0.000592078	0.004851614	3.72E-05	0.001270606	0.002410478	0.000578327	0.000410172	0.000282105	0.001286958	0.000279486	0.000387984	0.002283445	0.001670621	0.000226783	2.66E-05	0	4.85E-05	0.000406326	0	2.16E-05	5.75E-05	0	3.63E-05	0
Bacteria;__FBP;__FBP;__FBP	4.31E-05	0.000230203	0	0	0	6.23E-05	0.000481451	0.000590477	0	0	0	0.000154478	0	0	0	0	0	0	0.000846445	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000144869	0	0.000185724	4.29E-05	0	0	0.002011862	0.00018526	8.42E-05	0	0	0	0	0	0.001044857	0	0	0	0	0	0.000290937	0	0.003345838	0	0	0	0	0	0	4.96E-05	0	0.000344214	0.00072388	0	0.000186372	0	0	0	0	0	0	0	0	0	0	0	0.000521815	0.002418933	0	0.000314179	0	0.000772798	0	0.002886511	0	0	0.000589067	0	0	0	0	0.001918334	0	0	0	0	0.00024432	0	0.000121151	0.005368556	0.002037282	0	0	4.10E-05	0	0	0	0.000205556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.26E-05	4.08E-05	0.000397208	0	0	0	0	0	0	0	0	0	0.000645321	0.00012106	0	0	0	2.43E-05	0	0	0	1.92E-05	0	0	0
Bacteria;__Fibrobacteres;__Chitinivibrionia;__Chitinivibrionales	0	0	0	0	0	0	0.000374462	0	0	0	0.000140944	0.000278061	0.000541254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.42E-05	0.000461851	0	0.000101585	3.72E-05	0.000444165	0	0	2.19E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000818295	2.87E-05	0	0	3.73E-05	0	8.44E-05	0	0	0	0	0	0	0	0	0	0	0.001046025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000224576	0.000767505	0	0.00012216	0	0	0	0.000407456	0	0.000194981	0	0.000260734	0.000114316	9.21E-05	0.000557937	3.51E-05	0.000769518	0.000428288	3.54E-05	0	0	0	0	0	0	0	0	0	0	0	0.000223572	8.51E-05	0.000122499	5.67E-05	0.000186026	0	0	0	0	0.000219415	0.000101602	0.000139743	2.77E-05	0	0	0	0.000505252	0	0	0	6.79E-05	0.000108113	0.000134174	4.32E-05	0	3.93E-05
Bacteria;__Fibrobacteres;__Fibrobacteria;__Fibrobacterales	4.31E-05	0.000153468	4.09E-05	0	0	0.000124626	0.001257121	0.001422513	0	0.000561463	0.000563777	0	0.001420791	0	0.000891686	0.000852353	0.001803479	0	0.0005477	0.000681464	0	0	0	0	0	0	0	1.58E-05	0	0	0	0	0.000115895	0	0.000742896	0	0	0	0.00013064	0.000308766	0.000561356	0.000230926	0.000261829	0.000279358	7.44E-05	0	0.000900739	0	0	0	0	0	0	0	2.53E-05	0	0	0	0	8.57E-05	6.61E-05	0	0.002454886	0	0	0.001591301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251343	0.001922725	0	0.004413292	0	0	0	0	0.000189653	0	0	0	0	0.001874688	0	0	0	0.001160518	0.000807471	0	0	0.000356524	0	0.001866243	0.001638673	0.001216756	0.000724003	0.000797791	0.000998414	0.00249149	0.001305848	0.002516195	3.54E-05	0	0	0	0	0	0	1.79E-05	0	0	1.43E-05	0	0	0.001361644	0.001041241	0.000539068	0.00260436	0.000835925	0.000493712	0.002241018	0.000703152	0.001504561	0.001049887	0.000279486	0.000249418	0	0	0	7.98E-05	2.77E-05	4.85E-05	6.25E-05	0.000181024	0.000410829	0.000306684	4.32E-05	0	1.96E-05
